1950,BENZOATO DE DENATONIO
1953,BROMAMIDA
1954,FERROTRENINA
1955,FELIPIRINA
1956,TIPEPIDINA
1957,HAMICINA
1959,PIPOSULFANO
196,DIBUNATO DE SODIO
1960,BUFOGENINA
1961,ENCIPRATO
1964,ANTAFENITA
1965,MESTEROLONA
1967,MEPREDNISONA
1968,DEBRISOQUINA
1969,NICAMETATO
1970,CETOLAURATO DE TESTOSTERONA
1971,SULFADIASULFONA DE SODIO
1972,GONADOTROPINA CORIONICA
1973,TETRAMISOL
1974,ANAGESTONA
1975,OXIFEDRINA
1976,TRICLACETAMOL
1978,GUAYACTAMINA
1979,ALOCLAMIDA
198,SALACETAMIDA
1980,ANFEPENTOREX
1981,BROMURO DE DODECLONIO
1982,BARBEXACLONA
1983,HEPTAVERINA
1984,DICLOXACILINA
1985,FLUGESTONA
1986,NAFIVERINA
1987,NAFTIPRAMIDA
1988,ACIDO NAFCAPROICO
1989,CARPIPRAMINA
199,TIODIGLICOL
1990,GONADOTROPINA SERICA
1991,HIDROXICARBAMIDA
1992,BUQUINOLATO
1993,NOGALAMICINA
1994,CLOFOREX
1995,METAZAMIDA
1996,FLUBANILATO
1997,POLOXALENO
1998,TIOGUANINA
2,METARBITAL
20,BROMURO DE OXIFENONIO
200,MERCUROBUTOL
2000,BOLMANTALATO
2001,ESTIBOCAPTATO DE SODIO
2002,TIOXOLONA
2003,BUTAXAMINA
2005,VINGLICINATO
2006,FENPENTADIOL
2007,PARAFLUTIZIDA
2008,FOLESCUTOL
2009,FLOPROPIONA
201,BITIONOL
2010,FLOXURIDINA
2012,AMIODARONA
2013,CANDICIDINA
2014,UNDECILATO DE ESTRADIOL
2015,NAFOXIDINA
2016,CAPROATO DE GESTONORONA
2017,TRICLOCARBAN
2019,MESORIDAZINA
202,CARBOMICINA
2020,FLUINDAROL
2022,DIHIDROERGOTAMINA
2023,DIMETIL SULFOXIDO
2025,GRAMICIDINA
2027,VIRIDOFULVINA
2029,PLICAMICINA
203,BENZATINA BENCILPENICILINA
2030,HEPTAMINOL
2031,PROTIONAMIDA
2033,HEXACLOROFENO
2034,DIMETOTIAZINA
2035,FLUMEDROXONA
2036,BROMURO DE CETRIMONIO
2037,PIRROLIFENO
2038,ETINERONA
2041,HALOXON
2042,METINDIZATO
2043,BUNAMIDINA
2044,CRUFOMATO
2045,DIMPILATO
2046,MERISOPROL (197HG)
2047,BROMURO DE HEXAMETONIO
2048,PENTOREX
2050,CIPROTERONA
2051,NIFURADENO
2052,BUTIDRINA
2053,UROQUINASA
2054,ACIDO SULFALOXICO
2055,CLORURO DE OCTAFONIO
2057,PENAMECILINA
206,CLORURO DE OXIDIPENTONIO
2060,ACIDO TRANEXAMICO
2061,SULFADOXINA
2062,NIFURPRAZINA
2063,AZINTAMIDA
2064,TRIOXISALENO
2065,BICLOTIMOL
2066,HEMISUCCINATO DE BENFURODIL
2068,RACEFEMINA
2069,ACEITE ETIODADO (131I)
